,timestamp,active_flights_count
527,2020-05-28 01:42:13.842011,5630
528,2020-05-28 01:42:29.860589,5633
529,2020-05-28 01:42:45.852516,5639
530,2020-05-28 01:42:50.601556,5634
531,2020-05-28 01:43:01.840359,5626
532,2020-05-28 01:43:17.831908,5629
533,2020-05-28 01:43:33.868708,5620
534,2020-05-28 01:43:49.846643,5617
535,2020-05-28 01:44:05.864278,5624
536,2020-05-28 01:44:21.876039,5612
537,2020-05-28 01:44:37.845578,5617
538,2020-05-28 01:44:53.838146,5632
539,2020-05-28 01:45:09.900459,5630
540,2020-05-28 01:45:26.134401,5628
541,2020-05-28 01:45:41.846722,5630
542,2020-05-28 01:45:57.845554,5635
543,2020-05-28 01:46:13.873165,5629
544,2020-05-28 01:46:30.395447,5634
545,2020-05-28 01:46:45.874176,5634
546,2020-05-28 01:47:01.876237,5636
547,2020-05-28 01:47:17.868489,5643
548,2020-05-28 01:47:33.854179,5631
549,2020-05-28 01:47:49.842832,5621
550,2020-05-28 01:48:05.905816,5619
551,2020-05-28 01:48:21.866167,5613
552,2020-05-28 01:48:38.248679,5624
553,2020-05-28 01:48:53.868317,5623
554,2020-05-28 01:49:09.863107,5627
555,2020-05-28 01:49:25.874780,5632
556,2020-05-28 01:49:41.846362,5643
557,2020-05-28 01:49:58.025136,5642
558,2020-05-28 01:50:13.844579,5637
559,2020-05-28 01:50:29.872019,5634
560,2020-05-28 01:50:45.855963,5630
561,2020-05-28 01:51:01.860066,5621
562,2020-05-28 01:51:17.891556,5626
563,2020-05-28 01:51:33.878809,5626
564,2020-05-28 01:51:49.869950,5627
565,2020-05-28 01:52:05.872145,5618
566,2020-05-28 01:52:21.889013,5609
567,2020-05-28 01:52:37.844968,5617
568,2020-05-28 01:52:53.853133,5623
569,2020-05-28 01:53:09.836670,5628
570,2020-05-28 01:53:26.382804,5616
571,2020-05-28 01:53:41.900990,5618
572,2020-05-28 01:53:57.877479,5613
573,2020-05-28 01:54:13.852039,5617
574,2020-05-28 01:54:29.878060,5620
575,2020-05-28 01:54:45.870561,5616
576,2020-05-28 01:55:01.840800,5603
577,2020-05-28 01:55:17.854057,5617
578,2020-05-28 01:55:33.835432,5628
579,2020-05-28 01:55:49.865135,5637
580,2020-05-28 01:56:05.849581,5645
581,2020-05-28 01:56:21.875433,5644
582,2020-05-28 01:56:37.854903,5646
583,2020-05-28 01:56:53.889646,5645
584,2020-05-28 01:57:09.849198,5641
585,2020-05-28 01:57:25.878998,5633
586,2020-05-28 01:57:41.985699,5617
587,2020-05-28 01:57:57.871489,5627
588,2020-05-28 01:58:13.875499,5641
589,2020-05-28 01:58:29.908372,5653
590,2020-05-28 01:58:45.884883,5656
591,2020-05-28 01:59:01.877987,5643
592,2020-05-28 01:59:17.874443,5642
593,2020-05-28 01:59:33.854845,5632
594,2020-05-28 01:59:49.849753,5636
595,2020-05-28 02:00:05.855114,5637
596,2020-05-28 02:00:21.846928,5615
597,2020-05-28 02:00:37.900901,5614
